segment,name,exchange,isin,instrument_type,instrument_key,lot_size,freeze_quantity,exchange_token,tick_size,symbol,qty_multiplier,security_type,weekly,expiry,asset_symbol,underlying_symbol,minimum_lot,asset_type,underlying_type,strike_price,short_name,asset_key,underlying_key,last_trading_date,price_quote_unit,download_date
NSE_EQ,ENVIRO INFRA ENGINEERS L,NSE,INE0LLY01014,EQ,NSE_EQ|INE0LLY01014,1.0,100000.0,27213,1.0,EIEL,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,MARUTI SUZUKI INDIA LTD.,NSE,INE585B01010,EQ,NSE_EQ|INE585B01010,1.0,100000.0,10999,100.0,MARUTI,1.0,NORMAL,,,,,,,,,Maruti Suzuki,,,,,2026-04-17
NSE_EQ,NATIONAL ALUMINIUM CO LTD,NSE,INE139A01034,EQ,NSE_EQ|INE139A01034,1.0,100000.0,6364,5.0,NATIONALUM,1.0,NORMAL,,,,,,,,,National Aluminium,,,,,2026-04-17
NSE_EQ,TRANS & RECTI. LTD,NSE,INE763I01026,EQ,NSE_EQ|INE763I01026,1.0,100000.0,15174,5.0,TARIL,1.0,NORMAL,,,,,,,,,Trans & Recti,,,,,2026-04-17
NSE_EQ,NANDAN DENIM LIMITED,NSE,INE875G01048,EQ,NSE_EQ|INE875G01048,1.0,100000.0,31258,1.0,NDL,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,GOKUL AGRO RESOURCES LTD,NSE,INE314T01033,EQ,NSE_EQ|INE314T01033,1.0,100000.0,14480,1.0,GOKULAGRO,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,KOTAKMAMC - CHEMICAL,NSE,INF174KA1XV0,EQ,NSE_EQ|INF174KA1XV0,1.0,100000.0,759885,1.0,CHEMICAL,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,NAVKAR URBANSTRUCTURE LTD,NSE,INE268H01044,EQ,NSE_EQ|INE268H01044,1.0,100000.0,29146,1.0,NAVKARURB,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,NINTEC SYSTEMS LIMITED,NSE,INE395U01014,EQ,NSE_EQ|INE395U01014,1.0,100000.0,14194,5.0,NINSYS,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,LEMON TREE HOTELS LTD,NSE,INE970X01018,EQ,NSE_EQ|INE970X01018,1.0,100000.0,2606,1.0,LEMONTREE,1.0,NORMAL,,,,,,,,,Lemon Tree Hotels,,,,,2026-04-17
NSE_EQ,KOTAKMAMC - MOMENTUM30,NSE,INF174KA1XS6,EQ,NSE_EQ|INF174KA1XS6,1.0,100000.0,759488,1.0,MOMENTUM30,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,ICICIPRAMC - TOP15IETF,NSE,INF109K1A344,EQ,NSE_EQ|INF109K1A344,1.0,100000.0,757781,1.0,TOP15IETF,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,BRAND CONCEPTS LIMITED,NSE,INE977Y01011,EQ,NSE_EQ|INE977Y01011,1.0,100000.0,7780,1.0,BCONCEPTS,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,KOTAKMAMC - QUALITY30,NSE,INF174KA1WT6,EQ,NSE_EQ|INF174KA1WT6,1.0,100000.0,757946,1.0,QUALITY30,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,SG FINSERVE LIMITED,NSE,INE618R01015,EQ,NSE_EQ|INE618R01015,1.0,100000.0,758853,5.0,SGFIN,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,MANAPPURAM FINANCE LTD,NSE,INE522D01027,EQ,NSE_EQ|INE522D01027,1.0,100000.0,19061,5.0,MANAPPURAM,1.0,NORMAL,,,,,,,,,Manappuram Finance,,,,,2026-04-17
NSE_EQ,JOCIL LIMITED,NSE,INE839G01010,EQ,NSE_EQ|INE839G01010,1.0,100000.0,16927,1.0,JOCIL,1.0,NORMAL,,,,,,,,,Jocil,,,,,2026-04-17
NSE_EQ,SARTHAK METALS LIMITED,NSE,INE017W01010,EQ,NSE_EQ|INE017W01010,1.0,100000.0,6843,1.0,SMLT,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,VINYL CHEMICALS (I) LTD.,NSE,INE250B01029,EQ,NSE_EQ|INE250B01029,1.0,100000.0,16821,1.0,VINYLINDIA,1.0,NORMAL,,,,,,,,,Vinyl Chemicals (India),,,,,2026-04-17
NSE_EQ,SEJAL GLASS LIMITED,NSE,INE955I01044,EQ,NSE_EQ|INE955I01044,1.0,100000.0,7091,5.0,SEJALLTD,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,IOL CHEM AND PHARMA LTD,NSE,INE485C01029,EQ,NSE_EQ|INE485C01029,1.0,100000.0,20413,1.0,IOLCP,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,CENTRUM CAPITAL LIMITED,NSE,INE660C01027,EQ,NSE_EQ|INE660C01027,1.0,100000.0,2454,1.0,CENTRUM,1.0,NORMAL,,,,,,,,,Centrum Capital,,,,,2026-04-17
NSE_EQ,ASPINWALL & CO LTD,NSE,INE991I01015,EQ,NSE_EQ|INE991I01015,1.0,100000.0,17270,1.0,ASPINWALL,1.0,NORMAL,,,,,,,,,Aspinwall & Co,,,,,2026-04-17
NSE_EQ,SHARE IND. SECURITIES LTD,NSE,INE932X01026,EQ,NSE_EQ|INE932X01026,1.0,100000.0,104,1.0,SHAREINDIA,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,VERTOZ LIMITED,NSE,INE188Y01031,EQ,NSE_EQ|INE188Y01031,1.0,100000.0,18863,1.0,VERTOZ,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,BOMBAY DYEING & MFG. CO L,NSE,INE032A01023,EQ,NSE_EQ|INE032A01023,1.0,100000.0,513,1.0,BOMDYEING,1.0,NORMAL,,,,,,,,,Bombay Dyeing & MFG. CO,,,,,2026-04-17
NSE_EQ,STL GLOBAL LIMITED,NSE,INE353H01010,EQ,NSE_EQ|INE353H01010,1.0,100000.0,13367,1.0,SGL,1.0,NORMAL,,,,,,,,,STL Global,,,,,2026-04-17
NSE_EQ,INGERSOLL-RAND INDIA LTD,NSE,INE177A01018,EQ,NSE_EQ|INE177A01018,1.0,100000.0,1597,10.0,INGERRAND,1.0,NORMAL,,,,,,,,,Ingersoll-Rand India,,,,,2026-04-17
NSE_EQ,POPULAR VEHICLES N SER L,NSE,INE772T01024,EQ,NSE_EQ|INE772T01024,1.0,100000.0,23142,1.0,PVSL,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,CEINSYS TECH LIMITED,NSE,INE016Q01014,EQ,NSE_EQ|INE016Q01014,1.0,100000.0,761037,5.0,CEINSYS,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,JAIN IRRIGATION SYSTEMS,NSE,INE175A01038,EQ,NSE_EQ|INE175A01038,1.0,100000.0,10397,1.0,JISLJALEQS,1.0,NORMAL,,,,,,,,,Jain Irrigation Systems,,,,,2026-04-17
NSE_EQ,KOTAKMAMC - MID150,NSE,INF174KA1VW2,EQ,NSE_EQ|INF174KA1VW2,1.0,100000.0,30469,1.0,MID150,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,CAREER POINT EDUTECH LTD,NSE,INE0P6P01016,EQ,NSE_EQ|INE0P6P01016,1.0,100000.0,758941,1.0,CPEDU,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,KOTAKMAMC - MSCIINDIA,NSE,INF174KA1VD2,EQ,NSE_EQ|INF174KA1VD2,1.0,100000.0,29758,1.0,MSCIINDIA,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,BANSWARA SYNTEX LIMITED,NSE,INE629D01020,EQ,NSE_EQ|INE629D01020,1.0,100000.0,14511,1.0,BANSWRAS,1.0,NORMAL,,,,,,,,,Banswara Syntex,,,,,2026-04-17
NSE_EQ,KOTAKMAMC - NIFTY100EW,NSE,INF174KA1UW4,EQ,NSE_EQ|INF174KA1UW4,1.0,100000.0,29944,1.0,NIFTY100EW,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,ICICIPRAMC - EVIETF,NSE,INF109K1A153,EQ,NSE_EQ|INF109K1A153,1.0,100000.0,755881,1.0,EVIETF,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,FIEM INDUSTRIES LIMITED,NSE,INE737H01014,EQ,NSE_EQ|INE737H01014,1.0,100000.0,13710,10.0,FIEMIND,1.0,NORMAL,,,,,,,,,Fiem Industries,,,,,2026-04-17
NSE_EQ,SHEELA FOAM LIMITED,NSE,INE916U01025,EQ,NSE_EQ|INE916U01025,1.0,100000.0,19184,5.0,SFL,1.0,NORMAL,,,,,,,,,Sheela Foam,,,,,2026-04-17
NSE_EQ,PLATINUM INDUSTRIES LTD,NSE,INE0PT501018,EQ,NSE_EQ|INE0PT501018,1.0,100000.0,22930,1.0,PLATIND,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,MAHINDRA LOGISTIC LIMITED,NSE,INE766P01016,EQ,NSE_EQ|INE766P01016,1.0,100000.0,385,5.0,MAHLOG,1.0,NORMAL,,,,,,,,,Mahindra Logistics,,,,,2026-04-17
NSE_EQ,AMBIKA COTTON MILL LTD.,NSE,INE540G01014,EQ,NSE_EQ|INE540G01014,1.0,100000.0,15234,10.0,AMBIKCO,1.0,NORMAL,,,,,,,,,Ambika Cotton Mill,,,,,2026-04-17
NSE_EQ,MUNJAL AUTO IND. LTD.,NSE,INE672B01032,EQ,NSE_EQ|INE672B01032,1.0,100000.0,13511,1.0,MUNJALAU,1.0,NORMAL,,,,,,,,,Munjal Auto,,,,,2026-04-17
NSE_EQ,G R INFRAPROJECTS LIMITED,NSE,INE201P01022,EQ,NSE_EQ|INE201P01022,1.0,100000.0,5054,5.0,GRINFRA,1.0,NORMAL,,,,,,,,,G R Infraprojects,,,,,2026-04-17
NSE_EQ,SIEMENS ENERGY INDIA LTD,NSE,INE1NPP01017,EQ,NSE_EQ|INE1NPP01017,1.0,100000.0,756871,10.0,ENRIN,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,TATVA CHIN PHARM CHEM LTD,NSE,INE0GK401011,EQ,NSE_EQ|INE0GK401011,1.0,100000.0,5162,10.0,TATVA,1.0,NORMAL,,,,,,,,,Tatva Chintan Pharma Chem,,,,,2026-04-17
NSE_EQ,CHALET HOTELS LIMITED,NSE,INE427F01016,EQ,NSE_EQ|INE427F01016,1.0,100000.0,8546,5.0,CHALET,1.0,NORMAL,,,,,,,,,Chalet Hotels,,,,,2026-04-17
NSE_EQ,INDOWIND ENERGY LTD,NSE,INE227G01018,EQ,NSE_EQ|INE227G01018,1.0,100000.0,14952,1.0,INDOWIND,1.0,NORMAL,,,,,,,,,INDOWIND ENERGY,,,,,2026-04-17
NSE_EQ,DALMIA BHARAT LIMITED,NSE,INE00R701025,EQ,NSE_EQ|INE00R701025,1.0,100000.0,8075,10.0,DALBHARAT,1.0,NORMAL,,,,,,,,,Dalmia Bharat,,,,,2026-04-17
NSE_EQ,JUBILANT AGRI N CON PRO L,NSE,INE03CC01015,EQ,NSE_EQ|INE03CC01015,1.0,100000.0,29590,10.0,JUBLCPL,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,KHANDWALA SECURITIES LTD,NSE,INE060B01014,EQ,NSE_EQ|INE060B01014,1.0,100000.0,9641,1.0,KHANDSE,1.0,NORMAL,,,,,,,,,KHANDWALA SECURITIES,,,,,2026-04-17
NSE_EQ,SIGNPOST INDIA LIMITED,NSE,INE0KGZ01021,EQ,NSE_EQ|INE0KGZ01021,1.0,100000.0,22656,1.0,SIGNPOST,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,SAI SILKS (KALAMANDIR) L,NSE,INE438K01021,EQ,NSE_EQ|INE438K01021,1.0,100000.0,18755,1.0,KALAMANDIR,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,SHREE RAMA MULTI TECH LTD,NSE,INE879A01019,EQ,NSE_EQ|INE879A01019,1.0,100000.0,7627,1.0,SHREERAMA,1.0,NORMAL,,,,,,,,,SHREE RAMA MULTI-TECH,,,,,2026-04-17
NSE_EQ,IVALUE INFOSOLUTIONS LTD,NSE,INE056801025,EQ,NSE_EQ|INE056801025,1.0,100000.0,759041,1.0,IVALUE,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,BAJAJ AUTO LIMITED,NSE,INE917I01010,EQ,NSE_EQ|INE917I01010,1.0,100000.0,16669,50.0,BAJAJ-AUTO,1.0,NORMAL,,,,,,,,,Bajaj Auto,,,,,2026-04-17
NSE_EQ,MAZDA LIMITED,NSE,INE885E01042,EQ,NSE_EQ|INE885E01042,1.0,100000.0,18866,1.0,MAZDA,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,CIGNITI TECHNOLOGIES LTD,NSE,INE675C01017,EQ,NSE_EQ|INE675C01017,1.0,100000.0,5142,10.0,CIGNITITEC,1.0,NORMAL,,,,,,,,,Cigniti Technologies,,,,,2026-04-17
NSE_EQ,TATA MOTORS LIMITED,NSE,INE1TAE01010,EQ,NSE_EQ|INE1TAE01010,1.0,100000.0,759782,5.0,TMCV,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,RENAISSANCE GLOBAL LTD,NSE,INE722H01024,EQ,NSE_EQ|INE722H01024,1.0,100000.0,15129,1.0,RGL,1.0,NORMAL,,,,,,,,,Renaissance Global,,,,,2026-04-17
NSE_EQ,AKG EXIM LIMITED,NSE,INE00Y801016,EQ,NSE_EQ|INE00Y801016,1.0,100000.0,2176,1.0,AKG,1.0,NORMAL,,,,,,,,,AKG EXIM,,,,,2026-04-17
NSE_EQ,KIRLOSKAR OIL ENG LTD,NSE,INE146L01010,EQ,NSE_EQ|INE146L01010,1.0,100000.0,20936,10.0,KIRLOSENG,1.0,NORMAL,,,,,,,,,Kirloskar Oil and Engineering,,,,,2026-04-17
NSE_EQ,XTGLOBAL INFOTECH LIMITED,NSE,INE547B01028,EQ,NSE_EQ|INE547B01028,1.0,100000.0,25235,1.0,XTGLOBAL,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,EMMBI INDUSTRIES LIMITED,NSE,INE753K01015,EQ,NSE_EQ|INE753K01015,1.0,100000.0,18142,1.0,EMMBI,1.0,NORMAL,,,,,,,,,Emmbi Industries,,,,,2026-04-17
NSE_EQ,TEXMO PIPE & PRODUCTS LTD,NSE,INE141K01013,EQ,NSE_EQ|INE141K01013,1.0,100000.0,18214,1.0,TEXMOPIPES,1.0,NORMAL,,,,,,,,,TEXMO PIPES,,,,,2026-04-17
NSE_EQ,DR AGARWALS HEALTH CARE L,NSE,INE943P01029,EQ,NSE_EQ|INE943P01029,1.0,100000.0,29452,5.0,AGARWALEYE,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,KOTAK NIFTY ETF,NSE,INF174K014P6,EQ,NSE_EQ|INF174K014P6,1.0,100000.0,18102,1.0,NIFTY1,1.0,NORMAL,,,,,,,,,Kotak Nifty ETF,,,,,2026-04-17
NSE_EQ,HINDUSTAN ZINC LIMITED,NSE,INE267A01025,EQ,NSE_EQ|INE267A01025,1.0,100000.0,1424,5.0,HINDZINC,1.0,NORMAL,,,,,,,,,Hindustan Zinc,,,,,2026-04-17
NSE_EQ,360 ONE WAM LIMITED,NSE,INE466L01038,EQ,NSE_EQ|INE466L01038,1.0,100000.0,13061,5.0,360ONE,1.0,NORMAL,,,,,,,,,360 One Wam,,,,,2026-04-17
NSE_EQ,TECHNOCRAFT IND LTD,NSE,INE545H01011,EQ,NSE_EQ|INE545H01011,1.0,100000.0,14223,10.0,TIIL,1.0,NORMAL,,,,,,,,,Technocraft Industries,,,,,2026-04-17
NSE_EQ,RELIANCE CHEMOTEX IND LTD,NSE,INE750D01016,EQ,NSE_EQ|INE750D01016,1.0,100000.0,9652,1.0,RELCHEMQ,1.0,NORMAL,,,,,,,,,Reliance Chemotex,,,,,2026-04-17
NSE_EQ,AGI INFRA LIMITED,NSE,INE976R01033,EQ,NSE_EQ|INE976R01033,1.0,100000.0,24445,5.0,AGIIL,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,SARVESHWAR FOODS LIMITED,NSE,INE324X01026,EQ,NSE_EQ|INE324X01026,1.0,100000.0,12913,1.0,SARVESHWAR,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,SHREE CEMENT LIMITED,NSE,INE070A01015,EQ,NSE_EQ|INE070A01015,1.0,100000.0,3103,500.0,SHREECEM,1.0,NORMAL,,,,,,,,,Shree Cement,,,,,2026-04-17
NSE_EQ,ANANT RAJ LIMITED,NSE,INE242C01024,EQ,NSE_EQ|INE242C01024,1.0,100000.0,13620,5.0,ANANTRAJ,1.0,NORMAL,,,,,,,,,Anant Raj,,,,,2026-04-17
NSE_EQ,LIBAS CONSU PRODUCTS LTD,NSE,INE908V01012,EQ,NSE_EQ|INE908V01012,1.0,100000.0,11082,1.0,LIBAS,1.0,NORMAL,,,,,,,,,Libas Consumer,,,,,2026-04-17
NSE_EQ,AXIS MF - AXIS GOLD ETF,NSE,INF846K01W80,EQ,NSE_EQ|INF846K01W80,1.0,100000.0,20532,1.0,AXISGOLD,1.0,NORMAL,,,,,,,,,Axis MF - Axis Gold ETF,,,,,2026-04-17
NSE_EQ,AXISAMC - AXISNIFTY,NSE,INF846K01W98,EQ,NSE_EQ|INF846K01W98,1.0,100000.0,21252,1.0,AXISNIFTY,1.0,NORMAL,,,,,,,,,Axis AMC - AxisNIFTY,,,,,2026-04-17
NSE_EQ,JAYANT AGRO ORGANICS LTD,NSE,INE785A01026,EQ,NSE_EQ|INE785A01026,1.0,100000.0,4041,1.0,JAYAGROGN,1.0,NORMAL,,,,,,,,,Jayant Agro Organics,,,,,2026-04-17
NSE_EQ,LLOYDS ENGG WORK LIMITED,NSE,INE093R01011,EQ,NSE_EQ|INE093R01011,1.0,100000.0,17801,1.0,LLOYDSENGG,1.0,NORMAL,,,,,,,,,LLOYDS STEELS,,,,,2026-04-17
NSE_EQ,WONDERLA HOLIDAYS LTD.,NSE,INE066O01014,EQ,NSE_EQ|INE066O01014,1.0,100000.0,3002,5.0,WONDERLA,1.0,NORMAL,,,,,,,,,Wonderla Holidays,,,,,2026-04-17
NSE_EQ,ASTEC LIFESCIENCES LTD,NSE,INE563J01010,EQ,NSE_EQ|INE563J01010,1.0,100000.0,17728,5.0,ASTEC,1.0,NORMAL,,,,,,,,,Astec Lifesciences,,,,,2026-04-17
NSE_EQ,ARFIN INDIA LIMITED,NSE,INE784R01023,EQ,NSE_EQ|INE784R01023,1.0,100000.0,758700,1.0,ARFIN,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,JET FREIGHT LOGISTICS LTD,NSE,INE982V01025,EQ,NSE_EQ|INE982V01025,1.0,100000.0,7211,1.0,JETFREIGHT,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,ADITYA BIRLA MONEY LTD,NSE,INE865C01022,EQ,NSE_EQ|INE865C01022,1.0,100000.0,15239,1.0,BIRLAMONEY,1.0,NORMAL,,,,,,,,,Aditya Birla Money,,,,,2026-04-17
NSE_EQ,AADHAR HOUSING FINANCE L,NSE,INE883F01010,EQ,NSE_EQ|INE883F01010,1.0,100000.0,23729,5.0,AADHARHFC,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,ASIAN ENERGY SERVICES LTD,NSE,INE276G01015,EQ,NSE_EQ|INE276G01015,1.0,100000.0,7030,1.0,ASIANENE,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,KRITI NUTRIENTS LIMITED,NSE,INE798K01010,EQ,NSE_EQ|INE798K01010,1.0,100000.0,11432,1.0,KRITINUT,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,JINDAL STEEL LIMITED,NSE,INE749A01030,EQ,NSE_EQ|INE749A01030,1.0,100000.0,6733,10.0,JINDALSTEL,1.0,NORMAL,,,,,,,,,Jindal Steel & Power,,,,,2026-04-17
NSE_EQ,BHARAT DYNAMICS LIMITED,NSE,INE171Z01026,EQ,NSE_EQ|INE171Z01026,1.0,100000.0,2144,10.0,BDL,1.0,NORMAL,,,,,,,,,Bharat Dynamics,,,,,2026-04-17
NSE_EQ,COFORGE LIMITED,NSE,INE591G01025,EQ,NSE_EQ|INE591G01025,1.0,100000.0,11543,10.0,COFORGE,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,BIRLANU LIMITED,NSE,INE557A01011,EQ,NSE_EQ|INE557A01011,1.0,100000.0,1455,10.0,BIRLANU,1.0,NORMAL,,,,,,,,,HIL,,,,,2026-04-17
NSE_EQ,ARVIND SMARTSPACES LTD,NSE,INE034S01021,EQ,NSE_EQ|INE034S01021,1.0,100000.0,10457,5.0,ARVSMART,1.0,NORMAL,,,,,,,,,Arvind Smartspaces,,,,,2026-04-17
NSE_EQ,PLAZA WIRES LIMITED,NSE,INE0INJ01017,EQ,NSE_EQ|INE0INJ01017,1.0,100000.0,19458,1.0,PLAZACABLE,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,SHIVAM AUTO.LTD,NSE,INE637H01024,EQ,NSE_EQ|INE637H01024,1.0,100000.0,13756,1.0,SHIVAMAUTO,1.0,NORMAL,,,,,,,,,Shivam Auto,,,,,2026-04-17
NSE_EQ,BANNARI AMMAN SUGARS LTD,NSE,INE459A01010,EQ,NSE_EQ|INE459A01010,1.0,100000.0,350,10.0,BANARISUG,1.0,NORMAL,,,,,,,,,Bannari Amman Sugars,,,,,2026-04-17
NSE_EQ,JINDAL WORLDWIDE LTD,NSE,INE247D01039,EQ,NSE_EQ|INE247D01039,1.0,100000.0,20642,1.0,JINDWORLD,1.0,NORMAL,,,,,,,,,Jindal Worldwide,,,,,2026-04-17
NSE_EQ,HESTER BIOSCIENCES LTD,NSE,INE782E01017,EQ,NSE_EQ|INE782E01017,1.0,100000.0,7048,10.0,HESTERBIO,1.0,NORMAL,,,,,,,,,Hester Biosciences,,,,,2026-04-17
NSE_EQ,GMR POW AND URBAN INFRA L,NSE,INE0CU601026,EQ,NSE_EQ|INE0CU601026,1.0,100000.0,8529,1.0,GMRP&UI,1.0,NORMAL,,,,,,,,,GMR Power and Urban Infra,,,,,2026-04-17
NSE_EQ,NIPPONAMC - NETFSILVER,NSE,INF204KC1402,EQ,NSE_EQ|INF204KC1402,1.0,100000.0,8080,1.0,SILVERBEES,1.0,NORMAL,,,,,,,,,Nippon AMC - NETF Silver,,,,,2026-04-17
NSE_EQ,SIGNATUREGLOBAL INDIA LTD,NSE,INE903U01023,EQ,NSE_EQ|INE903U01023,1.0,100000.0,18743,5.0,SIGNATURE,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,GHCL TEXTILES LIMITED,NSE,INE0PA801013,EQ,NSE_EQ|INE0PA801013,1.0,100000.0,16696,1.0,GHCLTEXTIL,1.0,NORMAL,,,,,,,,,GHCL Textiles,,,,,2026-04-17
NSE_EQ,HANDSON GBL MNGMNT LTD,NSE,INE596H01014,EQ,NSE_EQ|INE596H01014,1.0,100000.0,13592,1.0,HGM,1.0,NORMAL,,,,,,,,,HOV SERVICES,,,,,2026-04-17
NSE_EQ,RAJ TV NETWORK LTD,NSE,INE952H01027,EQ,NSE_EQ|INE952H01027,1.0,100000.0,14403,1.0,RAJTV,1.0,NORMAL,,,,,,,,,Raj TV Network,,,,,2026-04-17
NSE_EQ,ORIENT CEMENT LTD.,NSE,INE876N01018,EQ,NSE_EQ|INE876N01018,1.0,100000.0,30089,1.0,ORIENTCEM,1.0,NORMAL,,,,,,,,,Orient Cement,,,,,2026-04-17
NSE_EQ,DCM SHRIRAM FINE CHEM LTD,NSE,INE0OFM01015,EQ,NSE_EQ|INE0OFM01015,1.0,100000.0,760891,1.0,DSFCL,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,MADRAS FERTILISERS LTD,NSE,INE414A01015,EQ,NSE_EQ|INE414A01015,1.0,100000.0,4911,1.0,MADRASFERT,1.0,NORMAL,,,,,,,,,Madras Fertilizers,,,,,2026-04-17
NSE_EQ,NIPPONAMC - NETFAUTO,NSE,INF204KC1337,EQ,NSE_EQ|INF204KC1337,1.0,100000.0,7880,1.0,AUTOBEES,1.0,NORMAL,,,,,,,,,Nippon AMC - NETF Auto,,,,,2026-04-17
NSE_EQ,RAM RATNA WIRES LIMITED,NSE,INE207E01023,EQ,NSE_EQ|INE207E01023,1.0,100000.0,10485,5.0,RAMRAT,1.0,NORMAL,,,,,,,,,Ram Ratna Wires,,,,,2026-04-17
NSE_EQ,RPSG VENTURES LIMITED,NSE,INE425Y01011,EQ,NSE_EQ|INE425Y01011,1.0,100000.0,8119,5.0,RPSGVENT,1.0,NORMAL,,,,,,,,,RPSG Ventures,,,,,2026-04-17
NSE_EQ,GUJ IND POW CO. LTD,NSE,INE162A01010,EQ,NSE_EQ|INE162A01010,1.0,100000.0,1145,1.0,GIPCL,1.0,NORMAL,,,,,,,,,Gujarat Industrial Power Co.,,,,,2026-04-17
NSE_EQ,ASSO ALCOHOLS & BREW LTD,NSE,INE073G01016,EQ,NSE_EQ|INE073G01016,1.0,100000.0,17598,5.0,ASALCBR,1.0,NORMAL,,,,,,,,,Asso Alcohols & Brew,,,,,2026-04-17
NSE_EQ,PUNJAB NATIONAL BANK,NSE,INE160A01022,EQ,NSE_EQ|INE160A01022,1.0,100000.0,10666,1.0,PNB,1.0,NORMAL,,,,,,,,,PNB,,,,,2026-04-17
NSE_EQ,ORKLA INDIA LIMITED,NSE,INE16NZ01023,EQ,NSE_EQ|INE16NZ01023,1.0,100000.0,759569,5.0,ORKLAINDIA,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,SKF INDIA LTD,NSE,INE640A01023,EQ,NSE_EQ|INE640A01023,1.0,100000.0,3186,10.0,SKFINDIA,1.0,NORMAL,,,,,,,,,SKF India,,,,,2026-04-17
NSE_EQ,EMMVEE PHOTOVOLTAIC PWR L,NSE,INE1C6T01020,EQ,NSE_EQ|INE1C6T01020,1.0,100000.0,759728,1.0,EMMVEE,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,VIYASH SCIENTIFIC LIMITED,NSE,INE807F01027,EQ,NSE_EQ|INE807F01027,1.0,100000.0,14296,1.0,VIYASH,1.0,NORMAL,,,,,,,,,Sequent Scientific,,,,,2026-04-17
NSE_EQ,FUJIYAMA POWER SYSTEMS L,NSE,INE12UR01024,EQ,NSE_EQ|INE12UR01024,1.0,100000.0,759876,1.0,UTLSOLAR,1.0,NORMAL,,,,,,,,,,,,,,2026-04-17
NSE_EQ,GNA AXLES LIMITED,NSE,INE934S01014,EQ,NSE_EQ|INE934S01014,1.0,100000.0,18571,5.0,GNA,1.0,NORMAL,,,,,,,,,GNA Axles,,,,,2026-04-17
NSE_EQ,MAWANA SUGARS LIMITED,NSE,INE636A01039,EQ,NSE_EQ|INE636A01039,1.0,100000.0,17022,1.0,MAWANASUG,1.0,NORMAL,,,,,,,,,Mawana Sugars,,,,,2026-04-17
